date,campaign_name,impressions,clicks,cost,conversions,revenue
2025-04-09,Search_Generic,8200,246,615000,28,1400000
2025-04-09,Display_Remarketing,12000,180,360000,21,1050000
2025-04-09,Social_Ads,15000,450,900000,54,2700000
2025-04-09,Video_Ads,20000,300,750000,34,1700000
2025-04-10,Search_Brand,5200,312,468000,42,2100000
2025-04-10,Search_Generic,8200,246,615000,28,1400000
2025-04-10,Display_Remarketing,12000,180,360000,21,1050000
2025-04-10,Social_Ads,15000,450,900000,54,2700000
2025-04-10,Video_Ads,20000,300,750000,34,1700000
2025-04-11,Search_Brand,5200,312,468000,42,2100000
2025-04-11,Search_Generic,8200,246,615000,28,1400000
2025-04-11,Display_Remarketing,12000,180,360000,21,1050000
2025-04-11,Social_Ads,15000,450,900000,54,2700000
2025-04-11,Video_Ads,20000,300,750000,34,1700000
2025-04-12,Search_Brand,5200,312,468000,42,2100000
2025-04-12,Search_Generic,8200,246,615000,28,1400000
2025-04-12,Display_Remarketing,12000,180,360000,21,1050000
2025-04-12,Social_Ads,15000,450,900000,54,2700000
2025-04-12,Video_Ads,20000,300,750000,34,1700000
2025-04-13,Search_Brand,5200,312,468000,42,2100000
2025-04-13,Search_Generic,8200,246,615000,28,1400000
2025-04-13,Display_Remarketing,12000,180,360000,21,1050000
2025-04-13,Social_Ads,15000,450,900000,54,2700000
2025-04-13,Video_Ads,20000,300,750000,34,1700000
2025-04-14,Search_Brand,5200,312,468000,42,2100000
2025-04-14,Search_Generic,8200,246,615000,28,1400000
2025-04-14,Display_Remarketing,12000,180,360000,21,1050000
2025-04-14,Social_Ads,15000,450,900000,54,2700000
2025-04-14,Video_Ads,20000,300,750000,34,1700000
2025-04-15,Search_Brand,5200,312,468000,42,2100000
2025-04-15,Search_Generic,8200,246,615000,28,1400000
2025-04-15,Display_Remarketing,12000,180,360000,21,1050000
2025-04-15,Social_Ads,15000,450,900000,54,2700000
2025-04-15,Video_Ads,20000,300,750000,34,1700000
2025-04-16,Search_Brand,5200,312,468000,42,2100000
2025-04-16,Search_Generic,8200,246,615000,28,1400000
2025-04-16,Display_Remarketing,12000,180,360000,21,1050000
2025-04-16,Social_Ads,15000,450,900000,54,2700000
2025-04-16,Video_Ads,20000,300,750000,34,1700000
2025-04-17,Search_Brand,5200,312,468000,42,2100000
2025-04-17,Search_Generic,8200,246,615000,28,1400000
2025-04-17,Display_Remarketing,12000,180,360000,21,1050000
2025-04-17,Social_Ads,15000,450,900000,54,2700000
2025-04-17,Video_Ads,20000,300,750000,34,1700000
2025-04-18,Search_Brand,5200,312,468000,42,2100000
2025-04-18,Search_Generic,8200,246,615000,28,1400000
2025-04-18,Display_Remarketing,12000,180,360000,21,1050000
2025-04-18,Social_Ads,15000,450,900000,54,2700000
2025-04-18,Video_Ads,20000,300,750000,34,1700000
2025-04-19,Search_Brand,5200,312,468000,42,2100000
2025-04-19,Search_Generic,8200,246,615000,28,1400000
2025-04-19,Display_Remarketing,12000,180,360000,21,1050000
2025-04-19,Social_Ads,15000,450,900000,54,2700000
2025-04-19,Video_Ads,20000,300,750000,34,1700000
2025-04-20,Search_Brand,5200,312,468000,42,2100000
2025-04-20,Search_Generic,8200,246,615000,28,1400000
2025-04-20,Display_Remarketing,12000,180,360000,21,1050000
2025-04-20,Social_Ads,15000,450,900000,54,2700000
2025-04-20,Video_Ads,20000,300,750000,34,1700000
2025-04-21,Search_Brand,5200,312,468000,42,2100000
2025-04-21,Search_Generic,8200,246,615000,28,1400000
2025-04-21,Display_Remarketing,12000,180,360000,21,1050000
2025-04-21,Social_Ads,15000,450,900000,54,2700000
2025-04-21,Video_Ads,20000,300,750000,34,1700000
2025-04-22,Search_Brand,5200,312,468000,42,2100000
2025-04-22,Search_Generic,8200,246,615000,28,1400000
2025-04-22,Display_Remarketing,12000,180,360000,21,1050000
2025-04-22,Social_Ads,15000,450,900000,54,2700000
2025-04-22,Video_Ads,20000,300,750000,34,1700000
2025-04-23,Search_Brand,5200,312,468000,42,2100000
2025-04-23,Search_Generic,8200,246,615000,28,1400000
2025-04-23,Display_Remarketing,12000,180,360000,21,1050000
2025-04-23,Social_Ads,15000,450,900000,54,2700000
2025-04-23,Video_Ads,20000,300,750000,34,1700000
2025-04-24,Search_Brand,5200,312,468000,42,2100000
2025-04-24,Search_Generic,8200,246,615000,28,1400000
2025-04-24,Display_Remarketing,12000,180,360000,21,1050000
2025-04-24,Social_Ads,15000,450,900000,54,2700000
2025-04-24,Video_Ads,20000,300,750000,34,1700000
2025-04-25,Search_Brand,5200,312,468000,42,2100000
2025-04-25,Search_Generic,8200,246,615000,28,1400000
2025-04-25,Display_Remarketing,12000,180,360000,21,1050000
2025-04-25,Social_Ads,15000,450,900000,54,2700000
2025-04-25,Video_Ads,20000,300,750000,34,1700000
2025-04-26,Search_Brand,5200,312,468000,42,2100000
2025-04-26,Search_Generic,8200,246,615000,28,1400000
2025-04-26,Display_Remarketing,12000,180,360000,21,1050000
2025-04-26,Social_Ads,15000,450,900000,54,2700000
2025-04-26,Video_Ads,20000,300,750000,34,1700000
2025-04-27,Search_Brand,5200,312,468000,42,2100000
2025-04-27,Search_Generic,8200,246,615000,28,1400000
2025-04-27,Display_Remarketing,12000,180,360000,21,1050000
2025-04-27,Social_Ads,15000,450,900000,54,2700000
2025-04-27,Video_Ads,20000,300,750000,34,1700000
2025-04-28,Search_Brand,5200,312,468000,42,2100000
2025-04-28,Search_Generic,8200,246,615000,28,1400000
2025-04-28,Display_Remarketing,12000,180,360000,21,1050000
2025-04-28,Social_Ads,15000,450,900000,54,2700000
2025-04-28,Video_Ads,20000,300,750000,34,1700000
2025-04-29,Search_Brand,5200,312,468000,42,2100000
2025-04-29,Search_Generic,8200,246,615000,28,1400000
2025-04-29,Display_Remarketing,12000,180,360000,21,1050000
2025-04-29,Social_Ads,15000,450,900000,54,2700000
2025-04-29,Video_Ads,20000,300,750000,34,1700000
2025-04-30,Search_Brand,5200,312,468000,42,2100000
2025-04-30,Search_Generic,8200,246,615000,28,1400000
2025-04-30,Display_Remarketing,12000,180,360000,21,1050000
2025-04-30,Social_Ads,15000,450,900000,54,2700000
2025-04-30,Video_Ads,20000,300,750000,34,1700000
2025-05-01,Search_Brand,5200,312,468000,42,2100000
2025-05-01,Search_Generic,8200,246,615000,28,1400000
2025-05-01,Display_Remarketing,12000,180,360000,21,1050000
2025-05-01,Social_Ads,15000,450,900000,54,2700000
2025-05-01,Video_Ads,20000,300,750000,34,1700000
2025-05-02,Search_Brand,5200,312,468000,42,2100000
2025-05-02,Search_Generic,8200,246,615000,28,1400000
2025-05-02,Display_Remarketing,12000,180,360000,21,1050000
2025-05-02,Social_Ads,15000,450,900000,54,2700000
2025-05-02,Video_Ads,20000,300,750000,34,1700000
2025-05-03,Search_Brand,5200,312,468000,42,2100000
2025-05-03,Search_Generic,8200,246,615000,28,1400000
2025-05-03,Display_Remarketing,12000,180,360000,21,1050000
2025-05-03,Social_Ads,15000,450,900000,54,2700000
2025-05-03,Video_Ads,20000,300,750000,34,1700000
2025-05-04,Search_Brand,5200,312,468000,42,2100000
2025-05-04,Search_Generic,8200,246,615000,28,1400000
2025-05-04,Display_Remarketing,12000,180,360000,21,1050000
2025-05-04,Social_Ads,15000,450,900000,54,2700000
2025-05-04,Video_Ads,20000,300,750000,34,1700000
2025-05-05,Search_Brand,5200,312,468000,42,2100000
2025-05-05,Search_Generic,8200,246,615000,28,1400000
2025-05-05,Display_Remarketing,12000,180,360000,21,1050000
2025-05-05,Social_Ads,15000,450,900000,54,2700000
2025-05-05,Video_Ads,20000,300,750000,34,1700000
2025-05-06,Search_Brand,5200,312,468000,42,2100000
2025-05-06,Search_Generic,8200,246,615000,28,1400000
2025-05-06,Display_Remarketing,12000,180,360000,21,1050000
2025-05-06,Social_Ads,15000,450,900000,54,2700000
2025-05-06,Video_Ads,20000,300,750000,34,1700000
2025-05-07,Search_Brand,5200,312,468000,42,2100000
2025-05-07,Search_Generic,8200,246,615000,28,1400000
2025-05-07,Display_Remarketing,12000,180,360000,21,1050000
2025-05-07,Social_Ads,15000,450,900000,54,2700000
2025-05-07,Video_Ads,20000,300,750000,34,1700000
2025-05-08,Search_Brand,5200,312,468000,42,2100000
2025-05-08,Search_Generic,8200,246,615000,28,1400000
2025-05-08,Display_Remarketing,12000,180,360000,21,1050000
2025-05-08,Social_Ads,15000,450,900000,54,2700000
2025-05-08,Video_Ads,20000,300,750000,34,1700000
2025-05-09,Search_Brand,5200,312,468000,42,2100000
2025-05-09,Search_Generic,8200,246,615000,28,1400000
2025-05-09,Display_Remarketing,12000,180,360000,21,1050000
2025-05-09,Social_Ads,15000,450,900000,54,2700000
2025-05-09,Video_Ads,20000,300,750000,34,1700000
2025-05-10,Search_Brand,5200,312,468000,42,2100000
2025-05-10,Search_Generic,8200,246,615000,28,1400000
2025-05-10,Display_Remarketing,12000,180,360000,21,1050000
2025-05-10,Social_Ads,15000,450,900000,54,2700000
2025-05-10,Video_Ads,20000,300,750000,34,1700000
2025-05-11,Search_Brand,5200,312,468000,42,2100000
2025-05-11,Search_Generic,8200,246,615000,28,1400000
2025-05-11,Display_Remarketing,12000,180,360000,21,1050000
2025-05-11,Social_Ads,15000,450,900000,54,2700000
2025-05-11,Video_Ads,20000,300,750000,34,1700000
2025-05-12,Search_Brand,5200,312,468000,42,2100000
2025-05-12,Search_Generic,8200,246,615000,28,1400000
2025-05-12,Display_Remarketing,12000,180,360000,21,1050000
2025-05-12,Social_Ads,15000,450,900000,54,2700000
2025-05-12,Video_Ads,20000,300,750000,34,1700000
2025-05-13,Search_Brand,5200,312,468000,42,2100000
2025-05-13,Search_Generic,8200,246,615000,28,1400000
2025-05-13,Display_Remarketing,12000,180,360000,21,1050000
2025-05-13,Social_Ads,15000,450,900000,54,2700000
2025-05-13,Video_Ads,20000,300,750000,34,1700000
2025-05-14,Search_Brand,5200,312,468000,42,2100000
2025-05-14,Search_Generic,8200,246,615000,28,1400000
2025-05-14,Display_Remarketing,12000,180,360000,21,1050000
2025-05-14,Social_Ads,15000,450,900000,54,2700000
2025-05-14,Video_Ads,20000,300,750000,34,1700000
2025-05-15,Search_Brand,5200,312,468000,42,2100000
2025-05-15,Search_Generic,8200,246,615000,28,1400000
2025-05-15,Display_Remarketing,12000,180,360000,21,1050000
2025-05-15,Social_Ads,15000,450,900000,54,2700000
2025-05-15,Video_Ads,20000,300,750000,34,1700000
2025-05-16,Search_Brand,5200,312,468000,42,2100000
2025-05-16,Search_Generic,8200,246,615000,28,1400000
2025-05-16,Display_Remarketing,12000,180,360000,21,1050000
2025-05-16,Social_Ads,15000,450,900000,54,2700000
2025-05-16,Video_Ads,20000,300,750000,34,1700000
2025-05-17,Search_Brand,5200,312,468000,42,2100000
2025-05-17,Search_Generic,8200,246,615000,28,1400000
2025-05-17,Display_Remarketing,12000,180,360000,21,1050000
2025-05-17,Social_Ads,15000,450,900000,54,2700000
2025-05-17,Video_Ads,20000,300,750000,34,1700000
2025-05-18,Search_Brand,5200,312,468000,42,2100000
2025-05-18,Search_Generic,8200,246,615000,28,1400000
2025-05-18,Display_Remarketing,12000,180,360000,21,1050000
2025-05-18,Social_Ads,15000,450,900000,54,2700000
2025-05-18,Video_Ads,20000,300,750000,34,1700000
2025-05-19,Search_Brand,5200,312,468000,42,2100000
2025-05-19,Search_Generic,8200,246,615000,28,1400000
2025-05-19,Display_Remarketing,12000,180,360000,21,1050000
2025-05-19,Social_Ads,15000,450,900000,54,2700000
2025-05-19,Video_Ads,20000,300,750000,34,1700000
2025-05-20,Search_Brand,5200,312,468000,42,2100000
2025-05-20,Search_Generic,8200,246,615000,28,1400000
2025-05-20,Display_Remarketing,12000,180,360000,21,1050000
2025-05-20,Social_Ads,15000,450,900000,54,2700000
2025-05-20,Video_Ads,20000,300,750000,34,1700000
2025-05-21,Search_Brand,5200,312,468000,42,2100000
2025-05-21,Search_Generic,8200,246,615000,28,1400000
2025-05-21,Display_Remarketing,12000,180,360000,21,1050000
2025-05-21,Social_Ads,15000,450,900000,54,2700000
2025-05-21,Video_Ads,20000,300,750000,34,1700000
2025-05-22,Search_Brand,5200,312,468000,42,2100000
2025-05-22,Search_Generic,8200,246,615000,28,1400000
2025-05-22,Display_Remarketing,12000,180,360000,21,1050000
2025-05-22,Social_Ads,15000,450,900000,54,2700000
2025-05-22,Video_Ads,20000,300,750000,34,1700000
2025-05-23,Search_Brand,5200,312,468000,42,2100000
2025-05-23,Search_Generic,8200,246,615000,28,1400000
2025-05-23,Display_Remarketing,12000,180,360000,21,1050000
2025-05-23,Social_Ads,15000,450,900000,54,2700000
2025-05-23,Video_Ads,20000,300,750000,34,1700000
2025-05-24,Search_Brand,5200,312,468000,42,2100000
2025-05-24,Search_Generic,8200,246,615000,28,1400000
2025-05-24,Display_Remarketing,12000,180,360000,21,1050000
2025-05-24,Social_Ads,15000,450,900000,54,2700000
2025-05-24,Video_Ads,20000,300,750000,34,1700000
2025-05-25,Search_Brand,5200,312,468000,42,2100000
2025-05-25,Search_Generic,8200,246,615000,28,1400000
2025-05-25,Display_Remarketing,12000,180,360000,21,1050000
2025-05-25,Social_Ads,15000,450,900000,54,2700000
2025-05-25,Video_Ads,20000,300,750000,34,1700000
2025-05-26,Search_Brand,5200,312,468000,42,2100000
2025-05-26,Search_Generic,8200,246,615000,28,1400000
2025-05-26,Display_Remarketing,12000,180,360000,21,1050000
2025-05-26,Social_Ads,15000,450,900000,54,2700000
2025-05-26,Video_Ads,20000,300,750000,34,1700000
2025-05-27,Search_Brand,5200,312,468000,42,2100000
2025-05-27,Search_Generic,8200,246,615000,28,1400000
2025-05-27,Display_Remarketing,12000,180,360000,21,1050000
2025-05-27,Social_Ads,15000,450,900000,54,2700000
2025-05-27,Video_Ads,20000,300,750000,34,1700000
2025-05-28,Search_Brand,5200,312,468000,42,2100000
2025-05-28,Search_Generic,8200,246,615000,28,1400000
2025-05-28,Display_Remarketing,12000,180,360000,21,1050000
2025-05-28,Social_Ads,15000,450,900000,54,2700000
2025-05-28,Video_Ads,20000,300,750000,34,1700000
2025-05-29,Search_Brand,5200,312,468000,42,2100000
2025-05-29,Search_Generic,8200,246,615000,28,1400000
2025-05-29,Display_Remarketing,12000,180,360000,21,1050000
2025-05-29,Social_Ads,15000,450,900000,54,2700000
2025-05-29,Video_Ads,20000,300,750000,34,1700000
2025-05-30,Search_Brand,5200,312,468000,42,2100000
2025-05-30,Search_Generic,8200,246,615000,28,1400000
2025-05-30,Display_Remarketing,12000,180,360000,21,1050000
2025-05-30,Social_Ads,15000,450,900000,54,2700000
2025-05-30,Video_Ads,20000,300,750000,34,1700000
2025-05-31,Search_Brand,5200,312,468000,42,2100000
2025-05-31,Search_Generic,8200,246,615000,28,1400000
2025-05-31,Display_Remarketing,12000,180,360000,21,1050000
2025-05-31,Social_Ads,15000,450,900000,54,2700000
2025-05-31,Video_Ads,20000,300,750000,34,1700000
2025-06-01,Search_Brand,5200,312,468000,42,2100000
2025-06-01,Search_Generic,8200,246,615000,28,1400000
2025-06-01,Display_Remarketing,12000,180,360000,21,1050000
2025-06-01,Social_Ads,15000,450,900000,54,2700000
2025-06-01,Video_Ads,20000,300,750000,34,1700000
2025-06-02,Search_Brand,5200,312,468000,42,2100000
2025-06-02,Search_Generic,8200,246,615000,28,1400000
2025-06-02,Display_Remarketing,12000,180,360000,21,1050000
2025-06-02,Social_Ads,15000,450,900000,54,2700000
2025-06-02,Video_Ads,20000,300,750000,34,1700000
2025-06-03,Search_Brand,5200,312,468000,42,2100000
2025-06-03,Search_Generic,8200,246,615000,28,1400000
2025-06-03,Display_Remarketing,12000,180,360000,21,1050000
2025-06-03,Social_Ads,15000,450,900000,54,2700000
2025-06-03,Video_Ads,20000,300,750000,34,1700000
2025-06-04,Search_Brand,5200,312,468000,42,2100000
2025-06-04,Search_Generic,8200,246,615000,28,1400000
2025-06-04,Display_Remarketing,12000,180,360000,21,1050000
2025-06-04,Social_Ads,15000,450,900000,54,2700000
2025-06-04,Video_Ads,20000,300,750000,34,1700000
2025-06-05,Search_Brand,5200,312,468000,42,2100000
2025-06-05,Search_Generic,8200,246,615000,28,1400000
2025-06-05,Display_Remarketing,12000,180,360000,21,1050000
2025-06-05,Social_Ads,15000,450,900000,54,2700000
2025-06-05,Video_Ads,20000,300,750000,34,1700000
2025-06-06,Search_Brand,5200,312,468000,42,2100000
2025-06-06,Search_Generic,8200,246,615000,28,1400000
2025-06-06,Display_Remarketing,12000,180,360000,21,1050000
2025-06-06,Social_Ads,15000,450,900000,54,2700000
2025-06-06,Video_Ads,20000,300,750000,34,1700000
2025-06-07,Search_Brand,5200,312,468000,42,2100000
2025-06-07,Search_Generic,8200,246,615000,28,1400000
2025-06-07,Display_Remarketing,12000,180,360000,21,1050000
2025-06-07,Social_Ads,15000,450,900000,54,2700000
2025-06-07,Video_Ads,20000,300,750000,34,1700000
2025-06-08,Search_Brand,5200,312,468000,42,2100000
2025-06-08,Search_Generic,8200,246,615000,28,1400000
2025-06-08,Display_Remarketing,12000,180,360000,21,1050000
2025-06-08,Social_Ads,15000,450,900000,54,2700000
2025-06-08,Video_Ads,20000,300,750000,34,1700000
2025-06-09,Search_Brand,5200,312,468000,42,2100000
2025-06-09,Search_Generic,8200,246,615000,28,1400000
2025-06-09,Display_Remarketing,12000,180,360000,21,1050000
2025-06-09,Social_Ads,15000,450,900000,54,2700000
2025-06-09,Video_Ads,20000,300,750000,34,1700000
2025-06-10,Search_Brand,5200,312,468000,42,2100000
2025-06-10,Search_Generic,8200,246,615000,28,1400000
2025-06-10,Display_Remarketing,12000,180,360000,21,1050000
2025-06-10,Social_Ads,15000,450,900000,54,2700000
2025-06-10,Video_Ads,20000,300,750000,34,1700000
2025-06-11,Search_Brand,5200,312,468000,42,2100000
2025-06-11,Search_Generic,8200,246,615000,28,1400000
2025-06-11,Display_Remarketing,12000,180,360000,21,1050000
2025-06-11,Social_Ads,15000,450,900000,54,2700000
2025-06-11,Video_Ads,20000,300,750000,34,1700000
2025-06-12,Search_Brand,5200,312,468000,42,2100000
2025-06-12,Search_Generic,8200,246,615000,28,1400000
2025-06-12,Display_Remarketing,12000,180,360000,21,1050000
2025-06-12,Social_Ads,15000,450,900000,54,2700000
2025-06-12,Video_Ads,20000,300,750000,34,1700000
2025-06-13,Search_Brand,5200,312,468000,42,2100000
2025-06-13,Search_Generic,8200,246,615000,28,1400000
2025-06-13,Display_Remarketing,12000,180,360000,21,1050000
2025-06-13,Social_Ads,15000,450,900000,54,2700000
2025-06-13,Video_Ads,20000,300,750000,34,1700000
2025-06-14,Search_Brand,5200,312,468000,42,2100000
2025-06-14,Search_Generic,8200,246,615000,28,1400000
2025-06-14,Display_Remarketing,12000,180,360000,21,1050000
2025-06-14,Social_Ads,15000,450,900000,54,2700000
2025-06-14,Video_Ads,20000,300,750000,34,1700000
2025-06-15,Search_Brand,5200,312,468000,42,2100000
2025-06-15,Search_Generic,8200,246,615000,28,1400000
2025-06-15,Display_Remarketing,12000,180,360000,21,1050000
2025-06-15,Social_Ads,15000,450,900000,54,2700000
2025-06-15,Video_Ads,20000,300,750000,34,1700000
2025-06-16,Search_Brand,5200,312,468000,42,2100000
2025-06-16,Search_Generic,8200,246,615000,28,1400000
2025-06-16,Display_Remarketing,12000,180,360000,21,1050000
2025-06-16,Social_Ads,15000,450,900000,54,2700000
2025-06-16,Video_Ads,20000,300,750000,34,1700000
2025-06-17,Search_Brand,5200,312,468000,42,2100000
2025-06-17,Search_Generic,8200,246,615000,28,1400000
2025-06-17,Display_Remarketing,12000,180,360000,21,1050000
2025-06-17,Social_Ads,15000,450,900000,54,2700000
2025-06-17,Video_Ads,20000,300,750000,34,1700000
2025-06-18,Search_Brand,5200,312,468000,42,2100000
2025-06-18,Search_Generic,8200,246,615000,28,1400000
2025-06-18,Display_Remarketing,12000,180,360000,21,1050000
2025-06-18,Social_Ads,15000,450,900000,54,2700000
2025-06-18,Video_Ads,20000,300,750000,34,1700000
2025-06-19,Search_Brand,5200,312,468000,42,2100000
2025-06-19,Search_Generic,8200,246,615000,28,1400000
2025-06-19,Display_Remarketing,12000,180,360000,21,1050000
2025-06-19,Social_Ads,15000,450,900000,54,2700000
2025-06-19,Video_Ads,20000,300,750000,34,1700000
2025-06-20,Search_Brand,5200,312,468000,42,2100000
2025-06-20,Search_Generic,8200,246,615000,28,1400000
2025-06-20,Display_Remarketing,12000,180,360000,21,1050000
2025-06-20,Social_Ads,15000,450,900000,54,2700000
2025-06-20,Video_Ads,20000,300,750000,34,1700000
2025-06-21,Search_Brand,5200,312,468000,42,2100000
2025-06-21,Search_Generic,8200,246,615000,28,1400000
2025-06-21,Display_Remarketing,12000,180,360000,21,1050000
2025-06-21,Social_Ads,15000,450,900000,54,2700000
2025-06-21,Video_Ads,20000,300,750000,34,1700000
2025-06-22,Search_Brand,5200,312,468000,42,2100000
2025-06-22,Search_Generic,8200,246,615000,28,1400000
2025-06-22,Display_Remarketing,12000,180,360000,21,1050000
2025-06-22,Social_Ads,15000,450,900000,54,2700000
2025-06-22,Video_Ads,20000,300,750000,34,1700000
2025-06-23,Search_Brand,5200,312,468000,42,2100000
2025-06-23,Search_Generic,8200,246,615000,28,1400000
2025-06-23,Display_Remarketing,12000,180,360000,21,1050000
2025-06-23,Social_Ads,15000,450,900000,54,2700000
2025-06-23,Video_Ads,20000,300,750000,34,1700000
2025-06-24,Search_Brand,5200,312,468000,42,2100000
2025-06-24,Search_Generic,8200,246,615000,28,1400000
2025-06-24,Display_Remarketing,12000,180,360000,21,1050000
2025-06-24,Social_Ads,15000,450,900000,54,2700000
2025-06-24,Video_Ads,20000,300,750000,34,1700000
2025-06-25,Search_Brand,5200,312,468000,42,2100000
2025-06-25,Search_Generic,8200,246,615000,28,1400000
2025-06-25,Display_Remarketing,12000,180,360000,21,1050000
2025-06-25,Social_Ads,15000,450,900000,54,2700000
2025-06-25,Video_Ads,20000,300,750000,34,1700000
2025-06-26,Search_Brand,5200,312,468000,42,2100000
2025-06-26,Search_Generic,8200,246,615000,28,1400000
2025-06-26,Display_Remarketing,12000,180,360000,21,1050000
2025-06-26,Social_Ads,15000,450,900000,54,2700000
2025-06-26,Video_Ads,20000,300,750000,34,1700000
2025-06-27,Search_Brand,5200,312,468000,42,2100000
2025-06-27,Search_Generic,8200,246,615000,28,1400000
2025-06-27,Display_Remarketing,12000,180,360000,21,1050000
2025-06-27,Social_Ads,15000,450,900000,54,2700000
2025-06-27,Video_Ads,20000,300,750000,34,1700000
2025-06-28,Search_Brand,5200,312,468000,42,2100000
2025-06-28,Search_Generic,8200,246,615000,28,1400000
2025-06-28,Display_Remarketing,12000,180,360000,21,1050000
2025-06-28,Social_Ads,15000,450,900000,54,2700000
2025-06-28,Video_Ads,20000,300,750000,34,1700000
2025-06-29,Search_Brand,5200,312,468000,42,2100000
2025-06-29,Search_Generic,8200,246,615000,28,1400000
2025-06-29,Display_Remarketing,12000,180,360000,21,1050000
2025-06-29,Social_Ads,15000,450,900000,54,2700000
2025-06-29,Video_Ads,20000,300,750000,34,1700000
2025-06-30,Search_Brand,5200,312,468000,42,2100000
2025-06-30,Search_Generic,8200,246,615000,28,1400000
2025-06-30,Display_Remarketing,12000,180,360000,21,1050000
2025-06-30,Social_Ads,15000,450,900000,54,2700000
2025-06-30,Video_Ads,20000,300,750000,34,1700000
2025-07-01,Search_Brand,5200,312,468000,42,2100000
2025-07-01,Search_Generic,8200,246,615000,28,1400000
2025-07-01,Display_Remarketing,12000,180,360000,21,1050000
2025-07-01,Social_Ads,15000,450,900000,54,2700000
2025-07-01,Video_Ads,20000,300,750000,34,1700000
2025-07-02,Search_Brand,5200,312,468000,42,2100000
2025-07-02,Search_Generic,8200,246,615000,28,1400000
2025-07-02,Display_Remarketing,12000,180,360000,21,1050000
2025-07-02,Social_Ads,15000,450,900000,54,2700000
2025-07-02,Video_Ads,20000,300,750000,34,1700000
2025-07-03,Search_Brand,5200,312,468000,42,2100000
2025-07-03,Search_Generic,8200,246,615000,28,1400000
2025-07-03,Display_Remarketing,12000,180,360000,21,1050000
2025-07-03,Social_Ads,15000,450,900000,54,2700000
2025-07-03,Video_Ads,20000,300,750000,34,1700000
2025-07-04,Search_Brand,5200,312,468000,42,2100000
2025-07-04,Search_Generic,8200,246,615000,28,1400000
2025-07-04,Display_Remarketing,12000,180,360000,21,1050000
2025-07-04,Social_Ads,15000,450,900000,54,2700000
2025-07-04,Video_Ads,20000,300,750000,34,1700000
2025-07-05,Search_Brand,5200,312,468000,42,2100000
2025-07-05,Search_Generic,8200,246,615000,28,1400000
2025-07-05,Display_Remarketing,12000,180,360000,21,1050000
2025-07-05,Social_Ads,15000,450,900000,54,2700000
2025-07-05,Video_Ads,20000,300,750000,34,1700000
2025-07-06,Search_Brand,5200,312,468000,42,2100000
2025-07-06,Search_Generic,8200,246,615000,28,1400000
2025-07-06,Display_Remarketing,12000,180,360000,21,1050000
2025-07-06,Social_Ads,15000,450,900000,54,2700000
2025-07-06,Video_Ads,20000,300,750000,34,1700000
2025-07-07,Search_Brand,5200,312,468000,42,2100000
2025-07-07,Search_Generic,8200,246,615000,28,1400000
2025-07-07,Display_Remarketing,12000,180,360000,21,1050000
2025-07-07,Social_Ads,15000,450,900000,54,2700000
2025-07-07,Video_Ads,20000,300,750000,34,1700000
2025-07-08,Search_Brand,5200,312,468000,42,2100000
2025-07-08,Search_Generic,8200,246,615000,28,1400000
2025-07-08,Display_Remarketing,12000,180,360000,21,1050000
2025-07-08,Social_Ads,15000,450,900000,54,2700000
2025-07-08,Video_Ads,20000,300,750000,34,1700000
2025-07-09,Search_Brand,5200,312,468000,42,2100000
2025-07-09,Search_Generic,8200,246,615000,28,1400000
2025-07-09,Display_Remarketing,12000,180,360000,21,1050000
2025-07-09,Social_Ads,15000,450,900000,54,2700000
2025-07-09,Video_Ads,20000,300,750000,34,1700000
2025-07-10,Search_Brand,5200,312,468000,42,2100000
2025-07-10,Search_Generic,8200,246,615000,28,1400000
2025-07-10,Display_Remarketing,12000,180,360000,21,1050000
2025-07-10,Social_Ads,15000,450,900000,54,2700000
2025-07-10,Video_Ads,20000,300,750000,34,1700000
2025-07-11,Search_Brand,5200,312,468000,42,2100000
2025-07-11,Search_Generic,8200,246,615000,28,1400000
2025-07-11,Display_Remarketing,12000,180,360000,21,1050000
2025-07-11,Social_Ads,15000,450,900000,54,2700000
2025-07-11,Video_Ads,20000,300,750000,34,1700000
2025-07-12,Search_Brand,5200,312,468000,42,2100000
2025-07-12,Search_Generic,8200,246,615000,28,1400000
2025-07-12,Display_Remarketing,12000,180,360000,21,1050000
2025-07-12,Social_Ads,15000,450,900000,54,2700000
2025-07-12,Video_Ads,20000,300,750000,34,1700000
2025-07-13,Search_Brand,5200,312,468000,42,2100000
2025-07-13,Search_Generic,8200,246,615000,28,1400000
2025-07-13,Display_Remarketing,12000,180,360000,21,1050000
2025-07-13,Social_Ads,15000,450,900000,54,2700000
2025-07-13,Video_Ads,20000,300,750000,34,1700000
2025-07-14,Search_Brand,5200,312,468000,42,2100000
2025-07-14,Search_Generic,8200,246,615000,28,1400000
2025-07-14,Display_Remarketing,12000,180,360000,21,1050000
2025-07-14,Social_Ads,15000,450,900000,54,2700000
2025-07-14,Video_Ads,20000,300,750000,34,1700000
2025-07-15,Search_Brand,5200,312,468000,42,2100000
2025-07-15,Search_Generic,8200,246,615000,28,1400000
2025-07-15,Display_Remarketing,12000,180,360000,21,1050000
2025-07-15,Social_Ads,15000,450,900000,54,2700000
2025-07-15,Video_Ads,20000,300,750000,34,1700000
2025-07-16,Search_Brand,5200,312,468000,42,2100000
2025-07-16,Search_Generic,8200,246,615000,28,1400000
